menu_category,menu_item,size,ingredient_name,qty_used,unit,recipe_type
Cà Phê Espresso,Oreo Latte,grande,Milk,100,ml,base
Cà Phê Espresso,Oreo Latte,grande,Oreo Crumbs,20,g,base
Cà Phê Espresso,Oreo Latte,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Oreo Latte,venti,Ice,250,g,base
Cà Phê Espresso,Oreo Latte,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Oreo Latte,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Oreo Latte,venti,Milk,140,ml,base
Cà Phê Espresso,Oreo Latte,venti,Oreo Crumbs,28,g,base
Cà Phê Espresso,Dark Mocha Latte,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Dark Mocha Latte,grande,Ice,180,g,base
Cà Phê Espresso,Dark Mocha Latte,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Dark Mocha Latte,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Dark Mocha Latte,grande,Milk,100,ml,base
Cà Phê Espresso,Dark Mocha Latte,grande,Chocolate Syrup,20,ml,base
Cà Phê Espresso,Dark Mocha Latte,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Dark Mocha Latte,venti,Ice,250,g,base
Cà Phê Espresso,Dark Mocha Latte,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Dark Mocha Latte,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Dark Mocha Latte,venti,Milk,140,ml,base
Cà Phê Espresso,Dark Mocha Latte,venti,Chocolate Syrup,30,ml,base
Premium,Strawberry Latte,grande,Espresso Shot,1,shot,base
Premium,Strawberry Latte,grande,Milk,100,ml,base
Premium,Strawberry Latte,grande,Ice,180,g,base
Premium,Strawberry Latte,grande,Cup 16oz,1,pc,base
Premium,Strawberry Latte,grande,Sealing Film,1,pc,base
Premium,Strawberry Latte,grande,Strawberry Syrup,20,ml,base
Premium,Strawberry Latte,venti,Espresso Shot,2,shot,base
Premium,Strawberry Latte,venti,Milk,140,ml,base
Premium,Strawberry Latte,venti,Ice,250,g,base
Premium,Strawberry Latte,venti,Cup 22oz,1,pc,base
Premium,Strawberry Latte,venti,Sealing Film,1,pc,base
Premium,Strawberry Latte,venti,Strawberry Syrup,30,ml,base
Premium,Matcha Espresso,grande,Espresso Shot,1,shot,base
Premium,Matcha Espresso,grande,Milk,100,ml,base
Premium,Matcha Espresso,grande,Ice,180,g,base
Premium,Matcha Espresso,grande,Cup 16oz,1,pc,base
Premium,Matcha Espresso,grande,Sealing Film,1,pc,base
Premium,Matcha Espresso,grande,Matcha Powder,20,g,base
Premium,Matcha Espresso,venti,Espresso Shot,2,shot,base
Premium,Matcha Espresso,venti,Milk,140,ml,base
Premium,Matcha Espresso,venti,Ice,250,g,base
Premium,Matcha Espresso,venti,Cup 22oz,1,pc,base
Premium,Matcha Espresso,venti,Sealing Film,1,pc,base
Premium,Matcha Espresso,venti,Matcha Powder,28,g,base
Premium,Salty Cream Latte,grande,Espresso Shot,1,shot,base
Premium,Salty Cream Latte,grande,Milk,100,ml,base
Premium,Salty Cream Latte,grande,Ice,180,g,base
Premium,Salty Cream Latte,grande,Cup 16oz,1,pc,base
Premium,Salty Cream Latte,grande,Sealing Film,1,pc,base
Premium,Salty Cream Latte,grande,Cream Base,40,ml,base
Premium,Salty Cream Latte,venti,Espresso Shot,2,shot,base
Premium,Salty Cream Latte,venti,Milk,140,ml,base
Premium,Salty Cream Latte,venti,Ice,250,g,base
Premium,Salty Cream Latte,venti,Cup 22oz,1,pc,base
Premium,Salty Cream Latte,venti,Sealing Film,1,pc,base
Premium,Salty Cream Latte,venti,Cream Base,55,ml,base
Premium,Sea Salt Latte,grande,Espresso Shot,1,shot,base
Premium,Sea Salt Latte,grande,Milk,100,ml,base
Premium,Sea Salt Latte,grande,Ice,180,g,base
Premium,Sea Salt Latte,grande,Cup 16oz,1,pc,base
Premium,Sea Salt Latte,grande,Sealing Film,1,pc,base
Premium,Sea Salt Latte,grande,Sea Salt Cream,40,ml,base
Premium,Sea Salt Latte,venti,Espresso Shot,2,shot,base
Premium,Sea Salt Latte,venti,Milk,140,ml,base
Premium,Sea Salt Latte,venti,Ice,250,g,base
Premium,Sea Salt Latte,venti,Cup 22oz,1,pc,base
Premium,Sea Salt Latte,venti,Sealing Film,1,pc,base
Premium,Sea Salt Latte,venti,Sea Salt Cream,55,ml,base
Premium,Barista’s Drink,grande,Espresso Shot,1,shot,base
Premium,Barista’s Drink,grande,Milk,100,ml,base
Premium,Barista’s Drink,grande,Ice,180,g,base
Premium,Barista’s Drink,grande,Cup 16oz,1,pc,base
Premium,Barista’s Drink,grande,Sealing Film,1,pc,base
Premium,Barista’s Drink,grande,Brown Sugar Syrup,20,ml,base
Premium,Barista’s Drink,venti,Espresso Shot,2,shot,base
Premium,Barista’s Drink,venti,Milk,140,ml,base
Premium,Barista’s Drink,venti,Ice,250,g,base
Premium,Barista’s Drink,venti,Cup 22oz,1,pc,base
Premium,Barista’s Drink,venti,Sealing Film,1,pc,base
Premium,Barista’s Drink,venti,Brown Sugar Syrup,30,ml,base
Premium,Dulce De Leche,grande,Espresso Shot,1,shot,base
Premium,Dulce De Leche,grande,Milk,100,ml,base
Premium,Dulce De Leche,grande,Ice,180,g,base
Premium,Dulce De Leche,grande,Cup 16oz,1,pc,base
Premium,Dulce De Leche,grande,Sealing Film,1,pc,base
Premium,Dulce De Leche,grande,Dulce De Leche Syrup,20,ml,base
Premium,Dulce De Leche,venti,Espresso Shot,2,shot,base
Premium,Dulce De Leche,venti,Milk,140,ml,base
Premium,Dulce De Leche,venti,Ice,250,g,base
Premium,Dulce De Leche,venti,Cup 22oz,1,pc,base
Premium,Dulce De Leche,venti,Sealing Film,1,pc,base
Premium,Dulce De Leche,venti,Dulce De Leche Syrup,30,ml,base
Premium,Velvet Cream Latte,grande,Espresso Shot,1,shot,base
Premium,Velvet Cream Latte,grande,Milk,100,ml,base
Premium,Velvet Cream Latte,grande,Ice,180,g,base
Premium,Velvet Cream Latte,grande,Cup 16oz,1,pc,base
Premium,Velvet Cream Latte,grande,Sealing Film,1,pc,base
Premium,Velvet Cream Latte,grande,Cream Base,40,ml,base
Premium,Velvet Cream Latte,venti,Espresso Shot,2,shot,base
Premium,Velvet Cream Latte,venti,Milk,140,ml,base
Premium,Velvet Cream Latte,venti,Ice,250,g,base
Premium,Velvet Cream Latte,venti,Cup 22oz,1,pc,base
Premium,Velvet Cream Latte,venti,Sealing Film,1,pc,base
Premium,Velvet Cream Latte,venti,Cream Base,55,ml,base
Premium,White Mocha Latte,grande,Espresso Shot,1,shot,base
Premium,White Mocha Latte,grande,Milk,100,ml,base
Premium,White Mocha Latte,grande,Ice,180,g,base
Premium,White Mocha Latte,grande,Cup 16oz,1,pc,base
Premium,White Mocha Latte,grande,Sealing Film,1,pc,base
Premium,White Mocha Latte,grande,White Mocha Syrup,20,ml,base
Premium,White Mocha Latte,venti,Espresso Shot,2,shot,base
Premium,White Mocha Latte,venti,Milk,140,ml,base
Premium,White Mocha Latte,venti,Ice,250,g,base
Premium,White Mocha Latte,venti,Cup 22oz,1,pc,base
Premium,White Mocha Latte,venti,Sealing Film,1,pc,base
Premium,White Mocha Latte,venti,White Mocha Syrup,30,ml,base
Premium,Vanilla Sweet Cream,grande,Espresso Shot,1,shot,base
Premium,Vanilla Sweet Cream,grande,Milk,100,ml,base
Premium,Vanilla Sweet Cream,grande,Ice,180,g,base
Premium,Vanilla Sweet Cream,grande,Cup 16oz,1,pc,base
Premium,Vanilla Sweet Cream,grande,Sealing Film,1,pc,base
Premium,Vanilla Sweet Cream,grande,Cream Base,40,ml,base
Premium,Vanilla Sweet Cream,venti,Espresso Shot,2,shot,base
Premium,Vanilla Sweet Cream,venti,Milk,140,ml,base
Premium,Vanilla Sweet Cream,venti,Ice,250,g,base
Premium,Vanilla Sweet Cream,venti,Cup 22oz,1,pc,base
Premium,Vanilla Sweet Cream,venti,Sealing Film,1,pc,base
Premium,Vanilla Sweet Cream,venti,Cream Base,55,ml,base
Premium,Toffee Nut Latte,grande,Espresso Shot,1,shot,base
Premium,Toffee Nut Latte,grande,Milk,100,ml,base
Premium,Toffee Nut Latte,grande,Ice,180,g,base
Premium,Toffee Nut Latte,grande,Cup 16oz,1,pc,base
Premium,Toffee Nut Latte,grande,Sealing Film,1,pc,base
Premium,Toffee Nut Latte,grande,Toffee Nut Syrup,20,ml,base
Premium,Toffee Nut Latte,venti,Espresso Shot,2,shot,base
Premium,Toffee Nut Latte,venti,Milk,140,ml,base
Premium,Toffee Nut Latte,venti,Ice,250,g,base
Premium,Toffee Nut Latte,venti,Cup 22oz,1,pc,base
Premium,Toffee Nut Latte,venti,Sealing Film,1,pc,base
Premium,Toffee Nut Latte,venti,Toffee Nut Syrup,30,ml,base
Premium,Almond Latte,grande,Espresso Shot,1,shot,base
Premium,Almond Latte,grande,Milk,100,ml,base
Premium,Almond Latte,grande,Ice,180,g,base
Premium,Almond Latte,grande,Cup 16oz,1,pc,base
Premium,Almond Latte,grande,Sealing Film,1,pc,base
Premium,Almond Latte,grande,Almond Syrup,20,ml,base
Premium,Almond Latte,venti,Espresso Shot,2,shot,base
Premium,Almond Latte,venti,Milk,140,ml,base
Premium,Almond Latte,venti,Ice,250,g,base
Premium,Almond Latte,venti,Cup 22oz,1,pc,base
Premium,Almond Latte,venti,Sealing Film,1,pc,base
Premium,Almond Latte,venti,Almond Syrup,30,ml,base
Premium,Peanut Butter Latte,grande,Espresso Shot,1,shot,base
Premium,Peanut Butter Latte,grande,Milk,100,ml,base
Premium,Peanut Butter Latte,grande,Ice,180,g,base
Premium,Peanut Butter Latte,grande,Cup 16oz,1,pc,base
Premium,Peanut Butter Latte,grande,Sealing Film,1,pc,base
Premium,Peanut Butter Latte,grande,Peanut Butter,25,g,base
Premium,Peanut Butter Latte,venti,Espresso Shot,2,shot,base
Premium,Peanut Butter Latte,venti,Milk,140,ml,base
Premium,Peanut Butter Latte,venti,Ice,250,g,base
Premium,Peanut Butter Latte,venti,Cup 22oz,1,pc,base
Premium,Peanut Butter Latte,venti,Sealing Film,1,pc,base
Premium,Peanut Butter Latte,venti,Peanut Butter,35,g,base
Premium,Biscoff Latte,grande,Espresso Shot,1,shot,base
Premium,Biscoff Latte,grande,Milk,100,ml,base
Premium,Biscoff Latte,grande,Ice,180,g,base
Premium,Biscoff Latte,grande,Cup 16oz,1,pc,base
Premium,Biscoff Latte,grande,Sealing Film,1,pc,base
Premium,Biscoff Latte,grande,Biscoff Spread,25,g,base
Premium,Biscoff Latte,venti,Espresso Shot,2,shot,base
Premium,Biscoff Latte,venti,Milk,140,ml,base
Premium,Biscoff Latte,venti,Ice,250,g,base
Premium,Biscoff Latte,venti,Cup 22oz,1,pc,base
Premium,Biscoff Latte,venti,Sealing Film,1,pc,base
Premium,Biscoff Latte,venti,Biscoff Spread,35,g,base
Premium,Nutella Latte,grande,Espresso Shot,1,shot,base
Premium,Nutella Latte,grande,Milk,100,ml,base
Premium,Nutella Latte,grande,Ice,180,g,base
Premium,Nutella Latte,grande,Cup 16oz,1,pc,base
Premium,Nutella Latte,grande,Sealing Film,1,pc,base
Premium,Nutella Latte,grande,Nutella Spread,25,g,base
Premium,Nutella Latte,venti,Espresso Shot,2,shot,base
Premium,Nutella Latte,venti,Milk,140,ml,base
Premium,Nutella Latte,venti,Ice,250,g,base
Premium,Nutella Latte,venti,Cup 22oz,1,pc,base
Premium,Nutella Latte,venti,Sealing Film,1,pc,base
Premium,Nutella Latte,venti,Nutella Spread,35,g,base
